transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0120008,2025-01-04,40.7,40.7,GBP,Starbucks,Bank Transfer,Bank Transfer - Starbucks,Food & Drink,Completed,False,,
TXN0120059,2025-01-05,30.37,30.37,GBP,eBay,Card Payment,Card Payment - eBay,Online Shopping,Completed,False,,
TXN0120045,2025-01-06,87.25,87.25,GBP,Booking.com,Card Payment,Booking.com,Travel,Completed,False,,
TXN0120080,2025-01-10,179.5,179.5,GBP,Airbnb,Standing Order,Airbnb,Travel,Completed,False,,
TXN0120068,2025-01-15,156.89,156.89,GBP,Apple Store,Bank Transfer,Apple Store,Electronics,Pending,False,,
TXN0120083,2025-01-18,240.6,240.6,GBP,Thames Water,ATM Withdrawal,ATM Withdrawal - Thames Water,Utilities,Completed,False,,
TXN0120011,2025-01-22,-347.7,-347.7,GBP,Western Union,Online Purchase,Western Union - Online Purchase,Money Transfer,Completed,False,FW20_Transfer,
TXN0120007,2025-01-23,1383.96,1383.96,GBP,PayPal Transfer,Standing Order,Standing Order - PayPal Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0120037,2025-01-27,4702.48,4702.48,GBP,Uber,Direct Debit,Uber,Transport,Completed,False,FW15,High value transaction
TXN0120021,2025-01-27,1219.11,1219.11,GBP,Hermes Paris,Standing Order,Standing Order - Hermes Paris,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0120092,2025-01-27,390.27,390.27,GBP,TfL Transport,Contactless,Payment to TfL Transport,Transport,Completed,False,FW15,
TXN0120095,2025-01-28,92.04,92.04,GBP,Betway,Direct Debit,Betway - Direct Debit,Gambling,Completed,False,FW45,Gambling transaction
TXN0120048,2025-02-01,14.87,14.87,GBP,Texaco,Card Payment,Payment to Texaco,Transport,Completed,False,,
TXN0120088,2025-02-02,216.19,216.19,GBP,McDonald's,Online Purchase,McDonald's,Food & Drink,Completed,False,,
TXN0120029,2025-02-05,171.9,171.9,GBP,Esso,ATM Withdrawal,Payment to Esso,Transport,Completed,False,,
TXN0120012,2025-02-06,248.76,248.76,GBP,British Gas,Bank Transfer,Payment to British Gas,Utilities,Completed,False,,
TXN0120000,2025-02-06,536.14,536.14,GBP,Barclaycard Payment,ATM Withdrawal,Payment to Barclaycard Payment,Debt Payment,Completed,False,FW50|FW15,
