transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0260080,2025-01-06,182.67,182.67,GBP,Waitrose,ATM Withdrawal,ATM Withdrawal - Waitrose,Groceries,Completed,False,,
TXN0260042,2025-01-12,142.55,142.55,GBP,Trainline,Bank Transfer,Bank Transfer - Trainline,Transport,Completed,False,,
TXN0260071,2025-01-19,-31.73,-31.73,GBP,Sainsbury's,ATM Withdrawal,Sainsbury's,Groceries,Completed,False,,
TXN0260089,2025-01-19,248.42,248.42,GBP,Uber,Card Payment,Card Payment - Uber,Transport,Completed,False,,
TXN0260047,2025-01-24,39.32,39.32,GBP,Starbucks,Card Payment,Starbucks,Food & Drink,Completed,False,,
TXN0260052,2025-01-24,409.83,409.83,GBP,Sky TV,Purchase,Purchase - Sky TV,Entertainment,Completed,False,FW15,
TXN0260021,2025-01-25,205.82,205.82,GBP,McDonald's,Bank Transfer,Payment to McDonald's,Food & Drink,Completed,False,,
TXN0260068,2025-01-26,904.91,904.91,GBP,HSBC Loan Repayment,Refund,Payment to HSBC Loan Repayment,Debt Payment,Completed,False,FW50|FW15,
TXN0260028,2025-01-27,165.36,165.36,GBP,Starbucks,Online Purchase,Starbucks,Food & Drink,Completed,False,,
TXN0260075,2025-01-28,115.93,115.93,GBP,Hotels.com,Refund,Hotels.com - Refund,Travel,Completed,False,,
TXN0260087,2025-01-28,247.34,247.34,GBP,Amazon UK,Online Purchase,Amazon UK - Online Purchase,Online Shopping,Completed,False,,
TXN0260016,2025-02-03,2010.8,2010.8,GBP,Chanel,Purchase,Chanel - Purchase,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0260095,2025-02-06,867.29,867.29,GBP,Unknown Merchant,Online Purchase,Payment to Unknown Merchant,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0260082,2025-02-07,65.58,65.58,GBP,EDF Energy,Mobile Payment,EDF Energy - Mobile Payment,Utilities,Completed,False,,
