transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0290015,2025-01-05,-169.46,-169.46,GBP,Texaco,ATM Withdrawal,Payment to Texaco,Transport,Completed,False,,
TXN0290092,2025-01-07,108.85,108.85,GBP,Shell Petrol,ATM Withdrawal,Payment to Shell Petrol,Transport,Completed,False,,
TXN0290069,2025-01-09,206.67,206.67,GBP,EDF Energy,Standing Order,Standing Order - EDF Energy,Utilities,Completed,False,,
TXN0290045,2025-01-10,170.68,170.68,GBP,Thames Water,Online Purchase,Thames Water,Utilities,Completed,False,,
TXN0290086,2025-01-11,28.49,28.49,GBP,Ladbrokes,Mobile Payment,Mobile Payment - Ladbrokes,Gambling,Completed,False,FW45,Gambling transaction
TXN0290003,2025-01-20,1436.0,1436.0,GBP,Virgin Money Credit Card,Direct Debit,Payment to Virgin Money Credit Card,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0290066,2025-01-25,352.66,352.66,GBP,Online Casino,Card Payment,Online Casino,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0290030,2025-01-26,339.62,339.62,GBP,Octopus Energy,Contactless,Payment to Octopus Energy,Utilities,Completed,False,FW15,
TXN0290032,2025-01-27,220.68,220.68,GBP,Morrisons,Bank Transfer,Morrisons,Groceries,Completed,False,,
TXN0290005,2025-01-27,39.19,39.19,GBP,National Rail,Direct Debit,National Rail,Transport,Completed,False,,
TXN0290010,2025-01-28,24.6,24.6,GBP,Hotels.com,Standing Order,Hotels.com,Travel,Completed,False,,
TXN0290097,2025-02-01,412.9,412.9,GBP,Online Casino,Mobile Payment,Payment to Online Casino,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0290059,2025-02-05,843.61,843.61,GBP,Argos,Contactless,Payment to Argos,Electronics,Completed,False,FW15,
TXN0290024,2025-02-07,451.58,451.58,GBP,Nationwide Loan,Online Purchase,Nationwide Loan,Debt Payment,Completed,False,FW15,
TXN0290095,2025-02-07,1204.58,1204.58,GBP,Chanel,Card Payment,Chanel - Card Payment,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0290046,2025-02-07,210.32,210.32,GBP,Premier Inn,Online Purchase,Premier Inn - Online Purchase,Travel,Completed,False,,
TXN0290074,2025-02-08,1647.65,1647.65,GBP,Revolut Transfer,Card Payment,Payment to Revolut Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0290029,2025-02-10,-171.96,-171.96,GBP,Sainsbury's,Card Payment,Sainsbury's,Groceries,Completed,False,,
TXN0290083,2025-02-13,236.18,236.18,GBP,Virgin Atlantic,Standing Order,Payment to Virgin Atlantic,Travel,Completed,False,,
TXN0290044,2025-02-15,68.96,68.96,GBP,TfL Transport,ATM Withdrawal,Payment to TfL Transport,Transport,Completed,False,,
TXN0290027,2025-02-20,45.56,45.56,GBP,Texaco,ATM Withdrawal,Texaco,Transport,Completed,False,,
TXN0290051,2025-02-20,433.33,433.33,GBP,BP Station,Direct Debit,Payment to BP Station,Transport,Completed,False,FW15,
TXN0290007,2025-02-20,136.4,136.4,GBP,National Rail,Purchase,Payment to National Rail,Transport,Completed,False,,
TXN0290053,2025-02-25,206.41,206.41,GBP,TfL Transport,Standing Order,Payment to TfL Transport,Transport,Completed,False,,
TXN0290038,2025-04-01,136.77,136.77,GBP,Bet365,Bank Transfer,Bet365 - Bank Transfer,Gambling,Completed,False,FW45,Gambling transaction
TXN0290004,2025-04-01,707.17,707.17,GBP,Unknown Merchant,Standing Order,Payment to Unknown Merchant,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0290040,2025-04-07,428.01,428.01,GBP,Revolut Transfer,Standing Order,Payment to Revolut Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0290009,2025-04-07,91.16,91.16,GBP,M&S,Card Payment,M&S - Card Payment,Groceries,Completed,False,,
TXN0290080,2025-04-08,456.12,456.12,GBP,Amazon Prime,Purchase,Amazon Prime - Purchase,Online Shopping,Completed,False,FW15,
TXN0290050,2025-04-11,118.57,118.57,GBP,Octopus Energy,Standing Order,Octopus Energy - Standing Order,Utilities,Completed,False,,
TXN0290068,2025-04-12,508.44,508.44,GBP,Barclaycard Payment,Standing Order,Payment to Barclaycard Payment,Debt Payment,Completed,False,FW50|FW15,
TXN0290013,2025-04-13,273.51,273.51,GBP,Online Casino,Card Payment,Online Casino - Card Payment,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0290008,2025-04-15,222.31,222.31,GBP,Booking.com,Direct Debit,Booking.com,Travel,Completed,False,,
TXN0290001,2025-04-15,152.46,152.46,GBP,Waitrose,Bank Transfer,Waitrose - Bank Transfer,Groceries,Completed,False,,
TXN0290067,2025-04-21,105.18,105.18,GBP,Samsung Store,Standing Order,Payment to Samsung Store,Electronics,Completed,False,,
TXN0290049,2025-04-23,1339.4,1339.4,GBP,WorldRemit,Contactless,Contactless - WorldRemit,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0290094,2025-04-23,80.29,80.29,GBP,Apple Store,Card Payment,Apple Store,Electronics,Completed,False,,
TXN0290028,2025-04-23,777.33,777.33,GBP,Octopus Energy,Mobile Payment,Octopus Energy,Utilities,Completed,False,FW15,
TXN0290022,2025-04-24,903.24,903.24,GBP,Pret A Manger,ATM Withdrawal,ATM Withdrawal - Pret A Manger,Food & Drink,Completed,False,FW15,
TXN0290017,2025-04-27,212.33,212.33,GBP,Booking.com,Online Purchase,Online Purchase - Booking.com,Travel,Completed,False,,
