transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0080063,2025-01-01,228.84,228.84,GBP,Hotels.com,Online Purchase,Hotels.com - Online Purchase,Travel,Completed,False,,
TXN0080041,2025-01-01,412.71,412.71,GBP,Foreign Exchange,Standing Order,Foreign Exchange,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0080000,2025-01-02,1870.38,1870.38,GBP,Bulgari,Refund,Payment to Bulgari,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0080070,2025-01-02,754.98,754.98,GBP,John Lewis,Contactless,Contactless - John Lewis,Online Shopping,Completed,False,FW15,
TXN0080017,2025-01-03,34.41,34.41,GBP,Booking.com,Contactless,Payment to Booking.com,Travel,Completed,False,,
TXN0080034,2025-01-04,207.33,207.33,GBP,Santander Mortgage,Bank Transfer,Santander Mortgage,Debt Payment,Completed,False,,
TXN0080039,2025-01-05,-61.2,-61.2,GBP,Costa Coffee,Direct Debit,Costa Coffee,Food & Drink,Completed,False,,
TXN0080066,2025-01-06,1906.71,1906.71,GBP,Burberry,Contactless,Burberry - Contactless,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0080009,2025-01-07,812.91,812.91,GBP,EasyJet,Contactless,EasyJet,Travel,Completed,False,FW15,
TXN0080046,2025-01-07,1010.39,1010.39,GBP,Cartier,Bank Transfer,Cartier,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0080020,2025-01-09,244.02,244.02,GBP,Waitrose,Card Payment,Payment to Waitrose,Groceries,Completed,False,,
TXN0080022,2025-01-10,1107.52,1107.52,GBP,AMEX Payment,Refund,Refund - AMEX Payment,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0080036,2025-01-13,105.68,105.68,GBP,Amazn UK,Refund,Refund - Amazn UK,Error,Completed,False,FW40_Misspelling,
TXN0080052,2025-01-13,918.02,918.02,GBP,EasyJet,Direct Debit,EasyJet,Travel,Completed,False,FW15,
TXN0080004,2025-01-18,176.53,176.53,GBP,Netflix,Online Purchase,Payment to Netflix,Entertainment,Failed,False,,
TXN0080091,2025-01-19,138.61,138.61,GBP,Online Casino,Mobile Payment,Online Casino - Mobile Payment,Gambling,Completed,False,FW45,Gambling transaction
TXN0080071,2025-01-22,-2851.42,-2851.42,GBP,Cartier,Contactless,Payment to Cartier,Luxury,Completed,False,FW20_Luxury,Luxury purchase
TXN0080072,2025-01-24,62.48,62.48,GBP,McDonald's,ATM Withdrawal,Payment to McDonald's,Food & Drink,Completed,False,,
TXN0080098,2025-01-25,99.57,99.57,GBP,Esso,Bank Transfer,Esso,Transport,Completed,False,,
TXN0080069,2025-01-27,145.78,145.78,GBP,Sky Bet,Direct Debit,Direct Debit - Sky Bet,Gambling,Completed,False,FW45,Gambling transaction
TXN0080090,2025-01-29,779.9,779.9,GBP,Unspecified Merchant,Purchase,Unspecified Merchant,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0080005,2025-02-05,241.29,241.29,GBP,British Gas,Purchase,British Gas,Utilities,Completed,False,,
TXN0080079,2025-02-07,155.6,155.6,GBP,Sky Bet,Standing Order,Payment to Sky Bet,Gambling,Completed,False,FW45,Gambling transaction
TXN0080014,2025-02-09,116.49,116.49,GBP,Airbnb,Bank Transfer,Bank Transfer - Airbnb,Travel,Completed,False,,
TXN0080084,2025-02-10,147.77,147.77,GBP,M&S,Contactless,M&S - Contactless,Groceries,Completed,False,,
TXN0080019,2025-02-12,142.32,142.32,GBP,Asda,Direct Debit,Asda,Groceries,Completed,False,,
TXN0080089,2025-02-14,1065.31,1065.31,GBP,Barclaycard Payment,Bank Transfer,Payment to Barclaycard Payment,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0080003,2025-02-14,245.2,245.2,GBP,Samsung Store,Refund,Samsung Store - Refund,Electronics,Completed,False,,
TXN0080050,2025-02-18,251.08,251.08,GBP,Ladbrokes,Bank Transfer,Ladbrokes - Bank Transfer,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0080015,2025-02-22,208.0,208.0,GBP,Virgin Atlantic,ATM Withdrawal,ATM Withdrawal - Virgin Atlantic,Travel,Completed,False,,
TXN0080056,2025-02-25,69.42,69.42,GBP,Amazon UK,Contactless,Payment to Amazon UK,Online Shopping,Completed,False,,
TXN0080085,2025-02-26,222.83,222.83,GBP,Hotels.com,Purchase,Hotels.com - Purchase,Travel,Completed,False,,
TXN0080093,2025-04-01,6.06,6.06,GBP,National Rail,Refund,National Rail - Refund,Transport,Completed,False,,
TXN0080030,2025-04-05,85.6,85.6,GBP,National Rail,Contactless,Payment to National Rail,Transport,Completed,False,,
TXN0080087,2025-04-07,608.98,608.98,GBP,Unknown Merchant,Refund,Payment to Unknown Merchant,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0080057,2025-04-08,63.05,63.05,GBP,Octopus Energy,Bank Transfer,Octopus Energy - Bank Transfer,Utilities,Completed,False,,
TXN0080095,2025-04-08,19.89,19.89,GBP,Morrisons,Card Payment,Payment to Morrisons,Groceries,Completed,False,,
TXN0080075,2025-04-10,-50.96,-50.96,GBP,National Rail,Mobile Payment,National Rail,Transport,Completed,False,,
TXN0080088,2025-04-10,168.17,168.17,GBP,Currys PC World,Direct Debit,Currys PC World,Electronics,Completed,False,,
TXN0080023,2025-04-11,84.56,84.56,GBP,Ladbrokes,Contactless,Contactless - Ladbrokes,Gambling,Completed,False,FW45,Gambling transaction
TXN0080016,2025-04-14,125.78,125.78,GBP,Premier Inn,Card Payment,Payment to Premier Inn,Travel,Completed,False,,
TXN0080077,2025-04-14,131.13,131.13,GBP,Booking.com,Online Purchase,Booking.com,Travel,Completed,False,,
TXN0080025,2025-04-15,126.93,126.93,GBP,Pret A Manger,Standing Order,Pret A Manger - Standing Order,Food & Drink,Completed,False,,
TXN0080006,2025-04-18,22.44,224.4,GBP,Amazon Prime,Mobile Payment,Payment to Amazon Prime,Online Shopping,Completed,True,FW40_Calculation,Data error detected
TXN0080073,2025-04-21,1695.17,1695.17,GBP,Prada,Refund,Refund - Prada,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0080008,2025-04-23,1149.14,1149.14,GBP,Gucci London,ATM Withdrawal,Payment to Gucci London,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0080045,2025-04-23,1711.03,1711.03,GBP,TransferWise,Contactless,TransferWise,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0080002,2025-04-25,5.99,5.99,GBP,Amazon UK,ATM Withdrawal,ATM Withdrawal - Amazon UK,Online Shopping,Completed,False,,
TXN0080053,2025-04-29,134.47,134.47,GBP,Apple Store,Online Purchase,Payment to Apple Store,Electronics,Completed,False,,
TXN0080051,2025-04-29,729.71,729.71,GBP,HSBC Loan Repayment,Standing Order,Standing Order - HSBC Loan Repayment,Debt Payment,Completed,False,FW50|FW15,
TXN0080065,2025-05-01,662.06,662.06,GBP,Azimo,Purchase,Payment to Azimo,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0080062,2025-05-02,2219.16,2219.16,GBP,Sky TV,Online Purchase,Payment to Sky TV,Entertainment,Completed,False,FW15,High value transaction
TXN0080028,2025-05-03,1382.6,1382.6,GBP,Wise Transfer,Refund,Payment to Wise Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0080029,2025-05-06,51.38,51.38,GBP,BP Station,Bank Transfer,BP Station,Transport,Completed,False,,
TXN0080081,2025-05-10,111.49,111.49,GBP,National Rail,ATM Withdrawal,ATM Withdrawal - National Rail,Transport,Completed,False,,
TXN0080068,2025-05-13,153.43,153.43,GBP,National Rail,Card Payment,National Rail,Transport,Completed,False,,
