transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0270044,2025-01-03,11.01,11.01,GBP,Bet365,Online Purchase,Online Purchase - Bet365,Gambling,Completed,False,FW45,Gambling transaction
TXN0270062,2025-01-04,57.06,57.06,GBP,British Airways,Refund,British Airways,Travel,Completed,False,,
TXN0270027,2025-01-09,154.94,154.94,GBP,eBay,Purchase,Purchase - eBay,Online Shopping,Completed,False,,
TXN0270017,2025-01-09,1418.31,1418.31,GBP,Remitly,Mobile Payment,Mobile Payment - Remitly,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0270073,2025-01-11,890.01,890.01,GBP,Spotify,Bank Transfer,Bank Transfer - Spotify,Entertainment,Completed,False,FW15,
TXN0270025,2025-01-15,1167.13,1167.13,GBP,Barclaycard Payment,Purchase,Barclaycard Payment - Purchase,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0270074,2025-01-20,86.24,86.24,GBP,TfL Transport,Online Purchase,Payment to TfL Transport,Transport,Completed,False,,
TXN0270013,2025-01-20,431.82,431.82,GBP,British Airways,Card Payment,Card Payment - British Airways,Travel,Completed,False,FW15,
TXN0270019,2025-01-21,562.7,562.7,GBP,Uber,ATM Withdrawal,Uber,Transport,Completed,False,FW15,
TXN0270048,2025-01-24,146.33,146.33,GBP,National Rail,Direct Debit,National Rail,Transport,Completed,False,,
TXN0270084,2025-01-24,94.92,94.92,GBP,Cash Withdrawal ATM,Bank Transfer,Bank Transfer - Cash Withdrawal ATM,Unknown,Completed,False,FW25,Missing audit trail
TXN0270066,2025-01-24,-93.34,-93.34,GBP,Currys PC World,Direct Debit,Direct Debit - Currys PC World,Electronics,Completed,False,,
TXN0270070,2025-02-01,163.09,163.09,GBP,Airbnb,Direct Debit,Payment to Airbnb,Travel,Completed,False,,
TXN0270037,2025-02-05,245.92,245.92,GBP,Premier Inn,Online Purchase,Premier Inn,Travel,Completed,False,,
TXN0270095,2025-02-07,1367.45,1367.45,GBP,Hotels.com,Card Payment,Card Payment - Hotels.com,Travel,Completed,False,FW15,High value transaction
TXN0270091,2025-02-08,320.45,320.45,GBP,Airbnb,Mobile Payment,Mobile Payment - Airbnb,Travel,Completed,False,FW15,
TXN0270072,2025-02-09,124.56,124.56,GBP,Waitrose,Direct Debit,Waitrose - Direct Debit,Groceries,Completed,False,,
TXN0270014,2025-02-10,235.48,235.48,GBP,Samsung Store,Refund,Samsung Store,Electronics,Completed,False,,
TXN0270040,2025-02-11,269.72,269.72,GBP,Sky Bet,Purchase,Sky Bet - Purchase,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0270058,2025-02-12,391.51,391.51,GBP,Shell Petrol,Online Purchase,Payment to Shell Petrol,Transport,Completed,False,FW15,
TXN0270034,2025-02-16,90.76,90.76,GBP,Texaco,Purchase,Payment to Texaco,Transport,Completed,False,,
TXN0270064,2025-02-17,244.73,244.73,GBP,Currys PC World,Purchase,Purchase - Currys PC World,Electronics,Completed,False,,
TXN0270043,2025-02-18,118.74,118.74,GBP,Unspecified Merchant,Refund,Payment to Unspecified Merchant,Unknown,Completed,False,FW25,Missing audit trail
TXN0270011,2025-02-21,142.74,142.74,GBP,Texaco,ATM Withdrawal,Texaco,Transport,Completed,False,,
TXN0270052,2025-02-21,86.88,86.88,GBP,Samsung Store,ATM Withdrawal,ATM Withdrawal - Samsung Store,Electronics,Completed,False,,
TXN0270030,2025-02-21,60.67,60.67,GBP,Trainline,Standing Order,Payment to Trainline,Transport,Completed,False,,
TXN0270098,2025-02-26,586.35,586.35,GBP,Remitly,Purchase,Payment to Remitly,Money Transfer,Completed,False,FW20_Transfer|FW15,
