transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0030043,2025-01-01,84.93,84.93,GBP,Uber,Purchase,Uber - Purchase,Transport,Completed,False,,
TXN0030059,2025-01-05,889.42,889.42,GBP,Trainline,Purchase,Trainline,Transport,Completed,False,FW15,
TXN0030082,2025-01-07,195.88,195.88,GBP,Octopus Energy,Online Purchase,Payment to Octopus Energy,Utilities,Completed,False,,
TXN0030069,2025-01-07,-142.04,-142.04,GBP,Netflix,Bank Transfer,Netflix,Entertainment,Completed,False,,
TXN0030016,2025-01-09,603.36,603.36,GBP,Morrisons,Online Purchase,Online Purchase - Morrisons,Groceries,Completed,False,FW15,
TXN0030000,2025-01-11,2501.61,2501.61,GBP,John Lewis,ATM Withdrawal,John Lewis - ATM Withdrawal,Online Shopping,Completed,False,FW15,High value transaction
TXN0030062,2025-01-12,74.71,74.71,GBP,Morrisons,Contactless,Contactless - Morrisons,Groceries,Completed,False,,
TXN0030002,2025-01-17,31.73,31.73,GBP,Costa Coffee,Card Payment,Card Payment - Costa Coffee,Food & Drink,Completed,False,,
TXN0030073,2025-01-17,230.58,230.58,GBP,Virgin Atlantic,Refund,Virgin Atlantic,Travel,Completed,False,,
TXN0030052,2025-01-18,419.49,419.49,GBP,Spotify,Bank Transfer,Payment to Spotify,Entertainment,Completed,False,FW15,
TXN0030051,2025-01-19,205.88,205.88,GBP,EasyJet,Standing Order,Standing Order - EasyJet,Travel,Completed,False,,
TXN0030010,2025-01-19,1094.43,1094.43,GBP,Tesco Bank Loan,ATM Withdrawal,ATM Withdrawal - Tesco Bank Loan,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0030020,2025-01-19,91.54,91.54,GBP,Amazon Prime,ATM Withdrawal,Payment to Amazon Prime,Online Shopping,Completed,False,,
TXN0030094,2025-01-21,234.73,234.73,GBP,National Rail,Purchase,Purchase - National Rail,Transport,Completed,False,,
TXN0030091,2025-01-21,287.34,287.34,GBP,eBay,Online Purchase,Online Purchase - eBay,Online Shopping,Completed,False,FW15,
TXN0030095,2025-01-21,1376.69,1376.69,GBP,Capital One Payment,Purchase,Purchase - Capital One Payment,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0030088,2025-01-22,69.07,69.07,GBP,Pret A Manger,Mobile Payment,Mobile Payment - Pret A Manger,Food & Drink,Completed,False,,
TXN0030097,2025-01-23,718.85,718.85,GBP,Starbucks,Standing Order,Starbucks - Standing Order,Food & Drink,Completed,False,FW15,
TXN0030034,2025-01-24,539.66,539.66,GBP,Wire Transfer,Card Payment,Wire Transfer - Card Payment,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0030089,2025-01-26,104.99,104.99,GBP,British Gas,Refund,Payment to British Gas,Utilities,Completed,False,,
TXN0030081,2025-01-27,2458.79,2458.79,GBP,Burberry,Purchase,Purchase - Burberry,Luxury,Completed,False,FW20_Luxury|FW15,High value transaction
TXN0030019,2025-01-29,130.06,130.06,GBP,TfL Transport,Refund,TfL Transport - Refund,Transport,Completed,False,,
TXN0030017,2025-01-29,63.51,63.51,GBP,John Lewis,Bank Transfer,Payment to John Lewis,Online Shopping,Completed,False,,
TXN0030007,2025-01-30,130.88,130.88,GBP,WorldRemit,Direct Debit,WorldRemit,Money Transfer,Completed,False,FW20_Transfer,
