transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0180022,2025-01-04,230.8,230.8,GBP,Tesco Supermarket,Direct Debit,Direct Debit - Tesco Supermarket,Groceries,Completed,False,,
TXN0180055,2025-01-05,69.73,69.73,GBP,Morrisons,Card Payment,Payment to Morrisons,Groceries,Completed,False,,
TXN0180028,2025-01-06,75.76,75.76,GBP,BP Station,ATM Withdrawal,BP Station,Transport,Completed,False,,
TXN0180095,2025-01-08,103.0,103.0,GBP,Thames Water,Purchase,Thames Water - Purchase,Utilities,Completed,False,,
TXN0180082,2025-01-08,312.28,312.28,GBP,Sky Bet,Online Purchase,Sky Bet - Online Purchase,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0180033,2025-01-09,34.2,34.2,GBP,Waitrose,Contactless,Waitrose - Contactless,Groceries,Completed,False,,
TXN0180062,2025-01-09,120.34,120.34,GBP,Morrisons,Refund,Morrisons - Refund,Groceries,Completed,False,,
TXN0180011,2025-01-11,1008.92,1008.92,GBP,AMEX Payment,Mobile Payment,AMEX Payment,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0180073,2025-01-15,1148.31,1148.31,GBP,Remitly,Online Purchase,Online Purchase - Remitly,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0180039,2025-01-18,153.14,153.14,GBP,William Hill,Mobile Payment,Payment to William Hill,Gambling,Completed,False,FW45,Gambling transaction
TXN0180018,2025-01-20,233.65,233.65,GBP,Trainline,ATM Withdrawal,Trainline - ATM Withdrawal,Transport,Completed,False,,
TXN0180014,2025-01-22,116.95,116.95,GBP,Airbnb,Contactless,Payment to Airbnb,Travel,Completed,False,,
TXN0180043,2025-01-22,95.74,95.74,GBP,Hotels.com,Contactless,Payment to Hotels.com,Travel,Completed,False,,
TXN0180053,2025-01-23,92.24,92.24,GBP,Airbnb,ATM Withdrawal,Airbnb - ATM Withdrawal,Travel,Completed,False,,
TXN0180017,2025-01-24,781.04,781.04,GBP,EDF Energy,ATM Withdrawal,Payment to EDF Energy,Utilities,Completed,False,FW15,
TXN0180047,2025-01-26,108.05,108.05,GBP,EDF Energy,Direct Debit,EDF Energy,Utilities,Completed,False,,
TXN0180001,2025-01-26,220.93,220.93,GBP,Tesco Supermarket,Direct Debit,Tesco Supermarket - Direct Debit,Groceries,Completed,False,,
TXN0180012,2025-01-26,122.45,122.45,GBP,EDF Energy,Card Payment,Card Payment - EDF Energy,Utilities,Completed,False,,
TXN0180032,2025-01-27,69.3,69.3,GBP,John Lewis,Card Payment,Payment to John Lewis,Online Shopping,Completed,False,,
TXN0180030,2025-01-30,19.21,19.21,GBP,McDonald's,Standing Order,Standing Order - McDonald's,Food & Drink,Completed,False,,
TXN0180075,2025-02-10,246.06,246.06,GBP,Texaco,Card Payment,Card Payment - Texaco,Transport,Completed,False,,
TXN0180076,2025-02-11,955.11,955.11,GBP,Wise Transfer,Refund,Refund - Wise Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0180085,2025-02-12,24.76,24.76,GBP,EDF Energy,Mobile Payment,EDF Energy,Utilities,Completed,False,,
TXN0180057,2025-02-14,755.66,755.66,GBP,Metro Bank Credit,ATM Withdrawal,ATM Withdrawal - Metro Bank Credit,Debt Payment,Completed,False,FW50|FW15,
TXN0180068,2025-02-15,394.43,394.43,GBP,Bet365,Purchase,Bet365 - Purchase,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0180071,2025-02-16,43.9,43.9,GBP,Booking.com,Standing Order,Payment to Booking.com,Travel,Completed,False,,
TXN0180029,2025-02-17,21.01,21.01,GBP,Argos,Bank Transfer,Argos,Electronics,Completed,False,,
TXN0180090,2025-02-19,-202.61,-202.61,GBP,eBay,Contactless,Payment to eBay,Online Shopping,Completed,False,,
TXN0180063,2025-02-20,42.89,42.89,GBP,John Lewis,Contactless,John Lewis,Online Shopping,Completed,False,,
TXN0180038,2025-02-20,109.37,109.37,GBP,Netflix,Purchase,Payment to Netflix,Entertainment,Completed,False,,
TXN0180004,2025-02-21,74.3,74.3,GBP,Argos,Standing Order,Standing Order - Argos,Electronics,Completed,False,,
TXN0180020,2025-02-25,50.89,50.89,GBP,John Lewis,ATM Withdrawal,John Lewis - ATM Withdrawal,Online Shopping,Completed,False,,
TXN0180042,2025-02-28,626.24,626.24,GBP,Sky TV,Online Purchase,Sky TV,Entertainment,Completed,False,FW15,
TXN0180078,2025-04-02,179.51,179.51,GBP,BP Station,Contactless,Payment to BP Station,Transport,Completed,False,,
TXN0180019,2025-04-02,2350.82,2350.82,GBP,Shell Petrol,Direct Debit,Shell Petrol,Transport,Pending,False,FW15,High value transaction
TXN0180034,2025-04-03,175.87,175.87,GBP,Pret A Manger,Direct Debit,Pret A Manger - Direct Debit,Food & Drink,Completed,False,,
