transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0220013,2025-01-04,26.01,26.01,GBP,British Gas,Bank Transfer,Payment to British Gas,Utilities,Completed,False,,
TXN0220021,2025-01-07,485.79,485.79,GBP,Sky Bet,Direct Debit,Payment to Sky Bet,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0220061,2025-01-11,6.28,6.28,GBP,TfL Transport,Mobile Payment,Mobile Payment - TfL Transport,Transport,Completed,False,,
TXN0220074,2025-01-13,80.98,80.98,GBP,Sainsbury's,Online Purchase,Payment to Sainsbury's,Groceries,Completed,False,,
TXN0220038,2025-01-13,-108.77,-108.77,GBP,Tesco Supermarket,Bank Transfer,Bank Transfer - Tesco Supermarket,Groceries,Completed,False,,
TXN0220046,2025-01-13,135.42,135.42,GBP,EDF Energy,Standing Order,Payment to EDF Energy,Utilities,Completed,False,,
TXN0220009,2025-01-15,64.08,64.08,GBP,Booking.com,Card Payment,Payment to Booking.com,Travel,Completed,False,,
TXN0220017,2025-01-17,47.53,47.53,GBP,Netflix,Direct Debit,Netflix,Entertainment,Completed,False,,
TXN0220097,2025-01-17,115.34,115.34,GBP,Ladbrokes,ATM Withdrawal,Payment to Ladbrokes,Gambling,Completed,False,FW45,Gambling transaction
TXN0220093,2025-01-18,391.45,391.45,GBP,PayPal Transfer,Purchase,PayPal Transfer,Money Transfer,Completed,False,FW20_Transfer|FW15,
TXN0220025,2025-01-19,281.09,281.09,GBP,888 Casino,Bank Transfer,Bank Transfer - 888 Casino,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0220086,2025-01-19,317.64,317.64,GBP,EDF Energy,Contactless,EDF Energy - Contactless,Utilities,Completed,False,FW15,
TXN0220010,2025-01-22,66.77,66.77,GBP,British Airways,Mobile Payment,Mobile Payment - British Airways,Travel,Completed,False,,
TXN0220064,2025-01-24,165.18,165.18,GBP,Waitrose,Online Purchase,Waitrose - Online Purchase,Groceries,Completed,False,,
