transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0110026,2025-01-01,1996.14,1996.14,GBP,WorldRemit,Contactless,WorldRemit,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0110093,2025-01-01,873.63,873.63,GBP,Argos,Standing Order,Argos,Electronics,Completed,False,FW15,
TXN0110052,2025-01-03,761.93,761.93,GBP,Unknown Merchant,Refund,Unknown Merchant,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0110043,2025-01-03,248.55,248.55,GBP,Netflix,Direct Debit,Netflix,Entertainment,Completed,False,,
TXN0110094,2025-01-04,257.97,257.97,GBP,Gucci London,Contactless,Payment to Gucci London,Luxury,Completed,False,FW20_Luxury|FW15,Luxury purchase
TXN0110086,2025-01-05,229.5,229.5,GBP,British Gas,Direct Debit,British Gas - Direct Debit,Utilities,Completed,False,,
TXN0110007,2025-01-07,193.78,193.78,GBP,Sky Bet,ATM Withdrawal,ATM Withdrawal - Sky Bet,Gambling,Completed,False,FW45,Gambling transaction
TXN0110035,2025-01-11,647.0,647.0,GBP,TfL Transport,Card Payment,TfL Transport - Card Payment,Transport,Completed,False,FW15,
TXN0110070,2025-01-13,166.69,166.69,GBP,Waitrose,ATM Withdrawal,Payment to Waitrose,Groceries,Completed,False,,
TXN0110033,2025-01-13,1809.95,1809.95,GBP,Revolut Transfer,Mobile Payment,Revolut Transfer - Mobile Payment,Money Transfer,Completed,False,FW20_Transfer|FW15,High value transaction
TXN0110061,2025-01-13,34.45,34.45,GBP,Samsung Store,Purchase,Purchase - Samsung Store,Electronics,Completed,False,,
TXN0110015,2025-01-13,126.1,126.1,GBP,Booking.com,Online Purchase,Online Purchase - Booking.com,Travel,Completed,False,,
TXN0110084,2025-01-14,73.78,73.78,GBP,Costa Coffee,Card Payment,Payment to Costa Coffee,Food & Drink,Completed,False,,
TXN0110072,2025-01-14,180.24,180.24,GBP,Paddy Power,Contactless,Contactless - Paddy Power,Gambling,Completed,False,FW45,Gambling transaction
