transaction_id,date,amount,actual_amount,currency,merchant,transaction_type,description,category,status,has_error,fw_requirements,notes
TXN0010002,2025-01-02,354.51,354.51,GBP,PokerStars,Contactless,Payment to PokerStars,Gambling,Completed,False,FW45|FW15,Gambling transaction
TXN0010025,2025-01-04,233.05,233.05,GBP,Premier Inn,Purchase,Purchase - Premier Inn,Travel,Completed,False,,
TXN0010034,2025-01-05,32.15,32.15,GBP,Sainsbury's,Refund,Refund - Sainsbury's,Groceries,Completed,False,,
TXN0010032,2025-01-06,122.29,122.29,GBP,TransferWise,Contactless,TransferWise - Contactless,Money Transfer,Completed,False,FW20_Transfer,
TXN0010054,2025-01-07,91.58,91.58,GBP,eBay,Contactless,eBay,Online Shopping,Completed,False,,
TXN0010085,2025-01-15,189.6,189.6,GBP,Shell Petrol,Refund,Payment to Shell Petrol,Transport,Completed,False,,
TXN0010013,2025-01-17,232.21,232.21,GBP,EasyJet,Mobile Payment,EasyJet - Mobile Payment,Travel,Completed,False,,
TXN0010041,2025-01-18,383.35,383.35,GBP,Santander Mortgage,Refund,Santander Mortgage,Debt Payment,Completed,False,FW15,
TXN0010069,2025-01-18,36.61,36.61,GBP,EDF Energy,Mobile Payment,Payment to EDF Energy,Utilities,Completed,False,,
TXN0010010,2025-01-18,170.35,170.35,GBP,Virgin Atlantic,Online Purchase,Payment to Virgin Atlantic,Travel,Completed,False,,
TXN0010037,2025-01-20,124.81,124.81,GBP,Amazon UK,Online Purchase,Online Purchase - Amazon UK,Online Shopping,Completed,False,,
TXN0010011,2025-01-22,-424.9,-424.9,GBP,National Rail,Standing Order,Payment to National Rail,Transport,Completed,False,,
TXN0010073,2025-01-27,149.72,149.72,GBP,Amazon UK,Refund,Amazon UK,Online Shopping,Completed,False,,
TXN0010007,2025-02-02,196.6,196.6,GBP,Thames Water,Contactless,Thames Water - Contactless,Utilities,Completed,False,,
TXN0010075,2025-02-03,-103.07,-103.07,GBP,McDonald's,Direct Debit,Payment to McDonald's,Food & Drink,Completed,False,,
TXN0010053,2025-02-05,24.68,24.68,GBP,Virgin Atlantic,Online Purchase,Online Purchase - Virgin Atlantic,Travel,Completed,False,,
TXN0010099,2025-02-06,71.66,71.66,GBP,Samsung Store,Standing Order,Samsung Store - Standing Order,Electronics,Completed,False,,
TXN0010080,2025-02-07,168.86,168.86,GBP,EasyJet,Mobile Payment,EasyJet - Mobile Payment,Travel,Completed,False,,
TXN0010068,2025-02-08,32.89,32.89,GBP,Virgin Atlantic,Refund,Refund - Virgin Atlantic,Travel,Completed,False,,
TXN0010087,2025-02-08,35.92,35.92,GBP,Octopus Energy,Mobile Payment,Payment to Octopus Energy,Utilities,Completed,False,,
TXN0010097,2025-02-08,119.87,119.87,GBP,Apple Store,Bank Transfer,Bank Transfer - Apple Store,Electronics,Completed,False,,
TXN0010049,2025-02-09,234.24,234.24,GBP,Asda,Card Payment,Payment to Asda,Groceries,Completed,False,,
TXN0010044,2025-02-13,239.67,239.67,GBP,Apple Store,Refund,Refund - Apple Store,Electronics,Completed,False,,
TXN0010063,2025-02-14,113.19,113.19,GBP,Octopus Energy,Contactless,Payment to Octopus Energy,Utilities,Completed,False,,
TXN0010096,2025-02-16,112.2,112.2,GBP,Spotify,Bank Transfer,Spotify - Bank Transfer,Entertainment,Completed,False,,
TXN0010058,2025-02-21,160.36,160.36,GBP,National Rail,Mobile Payment,National Rail,Transport,Completed,False,,
TXN0010035,2025-02-22,183.43,183.43,GBP,Ladbrokes,Mobile Payment,Mobile Payment - Ladbrokes,Gambling,Completed,False,FW45,Gambling transaction
TXN0010029,2025-02-27,195.24,195.24,GBP,Currys PC World,Mobile Payment,Payment to Currys PC World,Electronics,Completed,False,,
TXN0010003,2025-04-05,156.29,156.29,GBP,Shell Petrol,Card Payment,Shell Petrol - Card Payment,Transport,Completed,False,,
TXN0010026,2025-04-06,160.84,160.84,GBP,National Rail,Standing Order,National Rail,Transport,Completed,False,,
TXN0010043,2025-04-07,54.34,54.34,GBP,Asda,Online Purchase,Asda - Online Purchase,Groceries,Completed,False,,
TXN0010095,2025-04-08,177.64,177.64,GBP,Thames Water,Refund,Thames Water - Refund,Utilities,Completed,False,,
TXN0010050,2025-04-11,-640.61,-640.61,GBP,Unspecified Merchant,Direct Debit,Direct Debit - Unspecified Merchant,Unknown,Completed,False,FW25,Missing audit trail
TXN0010092,2025-04-14,1142.02,1142.02,GBP,Virgin Money Credit Card,Online Purchase,Virgin Money Credit Card,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0010086,2025-04-14,702.25,702.25,GBP,Anonymous Payment,Direct Debit,Anonymous Payment - Direct Debit,Unknown,Completed,False,FW25|FW15,Missing audit trail
TXN0010059,2025-04-17,2905.53,2905.53,GBP,Apple Store,ATM Withdrawal,Payment to Apple Store,Electronics,Completed,False,FW15,High value transaction
TXN0010081,2025-04-18,1173.76,1173.76,GBP,Metro Bank Credit,Bank Transfer,Payment to Metro Bank Credit,Debt Payment,Completed,False,FW50|FW15,High value transaction
TXN0010064,2025-04-19,224.26,224.26,GBP,Premier Inn,Online Purchase,Premier Inn - Online Purchase,Travel,Completed,False,,
